"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A1"
"VT","【Q3】 TOMA"
"HT","Header A"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,,"Top 4",,,,,,"Top 4+A",,,,,,"A",,,,,,"B",,,,,,"China1+/1",,,,,,"China1+",,,,,,"China1",,,,,,"China2&3",,,,,,"China2",,,,,,"China3",,,,,,"18-24",,,,,,"25-34",,,,,,"35-44",,,,,,"45-55",,,,,,"University Student",,,,,,"25-34&China1+/1",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (c)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"PV",,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0
"RW","Aupres",0.0,0.0,131.0,145.0,137.0,113.0,0.0,0.0,26.0,22.0,20.0,13.0,0.0,0.0,63.0,76.0,63.0,50.0,0.0,0.0,37.0,54.0,43.0,37.0,0.0,0.0,68.0,69.0,74.0,63.0,0.0,0.0,48.0,55.0,63.0,44.0,0.0,0.0,18.0,17.0,25.0,12.0,0.0,0.0,30.0,38.0,38.0,32.0,0.0,0.0,83.0,90.0,74.0,69.0,0.0,0.0,47.0,60.0,43.0,49.0,0.0,0.0,36.0,30.0,31.0,20.0,0.0,0.0,16.0,20.0,18.0,17.0,0.0,0.0,33.0,47.0,46.0,29.0,0.0,0.0,46.0,50.0,39.0,37.0,0.0,0.0,36.0,28.0,34.0,30.0,0.0,0.0,3.0,2.0,5.0,5.0,0.0,0.0,9.0,37.0,34.0,27.0
"PV",,0.0,0.0,8.73333333333333,9.66666666666667,9.13333333333333,7.53333333333333,0.0,0.0,12.2065727699531,10.4761904761905,10.0,6.37254901960784,0.0,0.0,9.31952662721893,11.4114114114114,9.48795180722892,7.45156482861401,0.0,0.0,7.99136069114471,11.8421052631579,9.26724137931035,7.92291220556745,0.0,0.0,8.25242718446602,8.27338129496403,8.85167464114832,7.59951749095296,0.0,0.0,9.89690721649485,11.482254697286,13.4903640256959,9.16666666666667,0.0,0.0,11.1111111111111,10.3030303030303,14.8809523809524,7.18562874251497,0.0,0.0,9.28792569659443,12.1019108280255,12.7090301003344,10.223642172524,0.0,0.0,8.17733990147783,8.81488736532811,7.16360116166505,6.76470588235294,0.0,0.0,8.04794520547945,10.3626943005181,7.41379310344828,8.53658536585366,0.0,0.0,8.35266821345708,6.78733031674208,6.84326710816777,4.48430493273543,0.0,0.0,6.08365019011407,7.32600732600733,6.69144981412639,6.15942028985507,0.0,0.0,6.47058823529412,9.3812375249501,9.12698412698413,5.69744597249509,0.0,0.0,10.1545253863135,10.9649122807018,8.53391684901532,8.24053452115813,0.0,0.0,13.1386861313869,10.3703703703704,12.5925925925926,11.2781954887218,0.0,0.0,4.61538461538462,3.17460317460317,6.09756097560976,3.96825396825397,0.0,0.0,5.55555555555556,11.3496932515337,11.3333333333333,7.9646017699115
"MK",," "," "," ",f," "," "," "," ",f," "," "," "," "," "," ",f," "," "," "," "," ",f," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "," "," "," ",f," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "," "," "," "," "," "," "," "," "," "," ",f,f," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c,c," "
"RW","Herborist",0.0,0.0,166.0,113.0,113.0,92.0,0.0,0.0,15.0,12.0,14.0,10.0,0.0,0.0,73.0,50.0,53.0,44.0,0.0,0.0,58.0,38.0,39.0,34.0,0.0,0.0,93.0,63.0,60.0,48.0,0.0,0.0,52.0,43.0,36.0,22.0,0.0,0.0,18.0,13.0,12.0,6.0,0.0,0.0,34.0,30.0,24.0,16.0,0.0,0.0,114.0,70.0,77.0,70.0,0.0,0.0,69.0,38.0,53.0,42.0,0.0,0.0,45.0,32.0,24.0,28.0,0.0,0.0,26.0,21.0,18.0,16.0,0.0,0.0,71.0,40.0,45.0,35.0,0.0,0.0,41.0,37.0,31.0,22.0,0.0,0.0,28.0,15.0,19.0,19.0,0.0,0.0,6.0,3.0,8.0,5.0,0.0,0.0,18.0,30.0,29.0,30.0
"PV",,0.0,0.0,11.0666666666667,7.53333333333333,7.53333333333333,6.13333333333333,0.0,0.0,7.04225352112676,5.71428571428571,7.0,4.90196078431373,0.0,0.0,10.7988165680473,7.50750750750751,7.98192771084337,6.55737704918033,0.0,0.0,12.5269978401728,8.33333333333333,8.4051724137931,7.28051391862955,0.0,0.0,11.2864077669903,7.55395683453237,7.17703349282297,5.79010856453559,0.0,0.0,10.7216494845361,8.97703549060543,7.70877944325482,4.58333333333333,0.0,0.0,11.1111111111111,7.87878787878788,7.14285714285714,3.59281437125748,0.0,0.0,10.5263157894737,9.55414012738854,8.02675585284281,5.11182108626198,0.0,0.0,11.2315270935961,6.85602350636631,7.4540174249758,6.86274509803922,0.0,0.0,11.8150684931507,6.56303972366149,9.13793103448276,7.31707317073171,0.0,0.0,10.4408352668213,7.23981900452489,5.29801324503311,6.2780269058296,0.0,0.0,9.88593155893536,7.69230769230769,6.69144981412639,5.79710144927536,0.0,0.0,13.921568627451,7.98403193612774,8.92857142857143,6.8762278978389,0.0,0.0,9.05077262693157,8.1140350877193,6.78336980306346,4.89977728285078,0.0,0.0,10.2189781021898,5.55555555555556,7.03703703703704,7.14285714285714,0.0,0.0,9.23076923076923,4.76190476190476,9.75609756097561,3.96825396825397,0.0,0.0,11.1111111111111,9.20245398773006,9.66666666666667,8.84955752212389
"MK",," "," ",def," "," "," "," "," "," "," "," "," "," "," ",df," "," "," "," "," ",def," "," "," "," "," ",def," "," "," "," "," ",f,f,f," "," "," ",f," "," "," "," "," ",f,f," "," "," "," ",def," "," "," "," "," ",df," "," "," "," "," ",ef," "," "," "," "," "," "," "," "," "," "," ",def," "," "," "," "," ",f,f," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Chcedo",0.0,0.0,338.0,321.0,331.0,347.0,0.0,0.0,32.0,30.0,36.0,46.0,0.0,0.0,138.0,121.0,132.0,137.0,0.0,0.0,106.0,91.0,96.0,91.0,0.0,0.0,200.0,200.0,199.0,210.0,0.0,0.0,101.0,98.0,104.0,118.0,0.0,0.0,29.0,31.0,35.0,40.0,0.0,0.0,72.0,67.0,69.0,78.0,0.0,0.0,237.0,223.0,227.0,229.0,0.0,0.0,139.0,121.0,129.0,130.0,0.0,0.0,98.0,102.0,98.0,99.0,0.0,0.0,70.0,71.0,64.0,76.0,0.0,0.0,123.0,117.0,120.0,143.0,0.0,0.0,89.0,101.0,104.0,90.0,0.0,0.0,56.0,32.0,43.0,38.0,0.0,0.0,15.0,17.0,18.0,31.0,0.0,0.0,31.0,77.0,76.0,101.0
"PV",,0.0,0.0,22.5333333333333,21.4,22.0666666666667,23.1333333333333,0.0,0.0,15.0234741784038,14.2857142857143,18.0,22.5490196078431,0.0,0.0,20.414201183432,18.1681681681682,19.8795180722892,20.4172876304024,0.0,0.0,22.8941684665227,19.9561403508772,20.6896551724138,19.4860813704497,0.0,0.0,24.2718446601942,23.9808153477218,23.8038277511962,25.3317249698432,0.0,0.0,20.8247422680412,20.4592901878914,22.2698072805139,24.5833333333333,0.0,0.0,17.9012345679012,18.7878787878788,20.8333333333333,23.9520958083832,0.0,0.0,22.2910216718266,21.3375796178344,23.0769230769231,24.9201277955272,0.0,0.0,23.3497536945813,21.8413320274241,21.9748305905131,22.4509803921569,0.0,0.0,23.8013698630137,20.8981001727116,22.2413793103448,22.6480836236934,0.0,0.0,22.737819025522,23.0769230769231,21.6335540838852,22.1973094170404,0.0,0.0,26.615969581749,26.007326007326,23.7918215613383,27.536231884058,0.0,0.0,24.1176470588235,23.3532934131737,23.8095238095238,28.0943025540275,0.0,0.0,19.6467991169978,22.1491228070175,22.7571115973742,20.0445434298441,0.0,0.0,20.4379562043796,11.8518518518519,15.9259259259259,14.2857142857143,0.0,0.0,23.0769230769231,26.984126984127,21.9512195121951,24.6031746031746,0.0,0.0,19.1358024691358,23.6196319018405,25.3333333333333,29.7935103244838
"MK",," "," "," "," "," "," "," "," "," "," "," ",cd," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c
"RW","Clinique",0.0,0.0,76.0,59.0,50.0,36.0,0.0,0.0,12.0,11.0,10.0,6.0,0.0,0.0,46.0,35.0,28.0,17.0,0.0,0.0,34.0,24.0,18.0,11.0,0.0,0.0,30.0,24.0,22.0,19.0,0.0,0.0,33.0,34.0,21.0,15.0,0.0,0.0,12.0,15.0,9.0,7.0,0.0,0.0,21.0,19.0,12.0,8.0,0.0,0.0,43.0,25.0,29.0,21.0,0.0,0.0,34.0,21.0,17.0,14.0,0.0,0.0,9.0,4.0,12.0,7.0,0.0,0.0,12.0,14.0,12.0,12.0,0.0,0.0,23.0,24.0,18.0,11.0,0.0,0.0,26.0,15.0,13.0,10.0,0.0,0.0,15.0,6.0,7.0,3.0,0.0,0.0,4.0,0.0,7.0,6.0,0.0,0.0,12.0,23.0,15.0,16.0
"PV",,0.0,0.0,5.06666666666667,3.93333333333333,3.33333333333333,2.4,0.0,0.0,5.63380281690141,5.23809523809524,5.0,2.94117647058824,0.0,0.0,6.80473372781065,5.25525525525526,4.21686746987952,2.53353204172876,0.0,0.0,7.34341252699784,5.26315789473684,3.87931034482759,2.35546038543897,0.0,0.0,3.64077669902913,2.87769784172662,2.63157894736842,2.291917973462,0.0,0.0,6.80412371134021,7.09812108559499,4.49678800856531,3.125,0.0,0.0,7.40740740740741,9.09090909090909,5.35714285714286,4.19161676646707,0.0,0.0,6.5015479876161,6.05095541401274,4.0133779264214,2.55591054313099,0.0,0.0,4.23645320197044,2.44857982370225,2.80735721200387,2.05882352941176,0.0,0.0,5.82191780821918,3.62694300518135,2.93103448275862,2.4390243902439,0.0,0.0,2.08816705336427,0.904977375565611,2.64900662251656,1.5695067264574,0.0,0.0,4.56273764258555,5.12820512820513,4.46096654275093,4.34782608695652,0.0,0.0,4.50980392156863,4.79041916167665,3.57142857142857,2.16110019646365,0.0,0.0,5.73951434878587,3.28947368421053,2.84463894967177,2.2271714922049,0.0,0.0,5.47445255474453,2.22222222222222,2.59259259259259,1.12781954887218,0.0,0.0,6.15384615384615,0.0,8.53658536585366,4.76190476190476,0.0,0.0,7.40740740740741,7.05521472392638,5.0,4.71976401179941
"MK",," "," ",ef,f," "," "," "," "," "," "," "," "," "," ",ef,f," "," "," "," ",ef,f," "," "," "," "," "," "," "," "," "," ",f,f," "," "," "," "," "," "," "," "," "," ",f,f," "," "," "," ",df," "," "," "," "," ",ef," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "," ",f,f," "," "," "," ",ef," "," "," "," "," ",df," "," "," "," "," ",d," ",d,d," "," "," "," "," "," "
"RW","Dabao",0.0,0.0,379.0,421.0,533.0,480.0,0.0,0.0,60.0,76.0,71.0,63.0,0.0,0.0,168.0,191.0,217.0,195.0,0.0,0.0,108.0,115.0,146.0,132.0,0.0,0.0,211.0,230.0,316.0,285.0,0.0,0.0,101.0,102.0,140.0,134.0,0.0,0.0,30.0,35.0,46.0,46.0,0.0,0.0,71.0,67.0,94.0,88.0,0.0,0.0,278.0,319.0,393.0,346.0,0.0,0.0,147.0,170.0,221.0,187.0,0.0,0.0,131.0,149.0,172.0,159.0,0.0,0.0,59.0,58.0,77.0,77.0,0.0,0.0,104.0,107.0,158.0,151.0,0.0,0.0,128.0,158.0,185.0,149.0,0.0,0.0,88.0,98.0,113.0,103.0,0.0,0.0,11.0,18.0,22.0,41.0,0.0,0.0,29.0,60.0,75.0,91.0
"PV",,0.0,0.0,25.2666666666667,28.0666666666667,35.5333333333333,32.0,0.0,0.0,28.169014084507,36.1904761904762,35.5,30.8823529411765,0.0,0.0,24.8520710059172,28.6786786786787,32.6807228915663,29.0611028315946,0.0,0.0,23.3261339092873,25.219298245614,31.4655172413793,28.2655246252677,0.0,0.0,25.6067961165049,27.5779376498801,37.799043062201,34.37876960193,0.0,0.0,20.8247422680412,21.294363256785,29.9785867237687,27.9166666666667,0.0,0.0,18.5185185185185,21.2121212121212,27.3809523809524,27.5449101796407,0.0,0.0,21.9814241486068,21.3375796178344,31.438127090301,28.1150159744409,0.0,0.0,27.3891625615764,31.2438785504407,38.0445304937076,33.921568627451,0.0,0.0,25.1712328767123,29.3609671848014,38.1034482758621,32.5783972125436,0.0,0.0,30.3944315545244,33.710407239819,37.9690949227373,35.6502242152466,0.0,0.0,22.4334600760456,21.2454212454212,28.6245353159851,27.8985507246377,0.0,0.0,20.3921568627451,21.3572854291417,31.3492063492063,29.6660117878193,0.0,0.0,28.2560706401766,34.6491228070175,40.4814004376368,33.184855233853,0.0,0.0,32.1167883211679,36.2962962962963,41.8518518518519,38.7218045112782,0.0,0.0,16.9230769230769,28.5714285714286,26.8292682926829,32.5396825396825,0.0,0.0,17.9012345679012,18.4049079754601,25.0,26.8436578171091
"MK",," "," "," "," ",cdf,cd," "," "," "," "," "," "," "," "," "," ",c," "," "," "," "," ",cd," "," "," "," "," ",cd,cd," "," "," "," ",cc,cc," "," "," "," "," "," "," "," "," "," ",cd,d," "," "," "," ",cd,c," "," "," "," ",cdf,c," "," "," "," ",c," "," "," "," "," ",d," "," "," "," "," ",cd,cd," "," "," ",c,cf," "," "," "," "," ",c," "," "," "," "," "," ",c," "," "," "," ",d,cd
"RW","Estee Lauder",0.0,0.0,172.0,138.0,159.0,143.0,0.0,0.0,29.0,24.0,34.0,21.0,0.0,0.0,94.0,78.0,84.0,70.0,0.0,0.0,65.0,54.0,50.0,49.0,0.0,0.0,78.0,60.0,75.0,73.0,0.0,0.0,88.0,79.0,79.0,77.0,0.0,0.0,35.0,29.0,36.0,29.0,0.0,0.0,53.0,50.0,43.0,48.0,0.0,0.0,84.0,59.0,80.0,66.0,0.0,0.0,62.0,40.0,50.0,36.0,0.0,0.0,22.0,19.0,30.0,30.0,0.0,0.0,28.0,29.0,39.0,36.0,0.0,0.0,54.0,40.0,57.0,41.0,0.0,0.0,45.0,40.0,35.0,34.0,0.0,0.0,45.0,29.0,28.0,32.0,0.0,0.0,7.0,8.0,14.0,17.0,0.0,0.0,26.0,52.0,45.0,49.0
"PV",,0.0,0.0,11.4666666666667,9.2,10.6,9.53333333333333,0.0,0.0,13.6150234741784,11.4285714285714,17.0,10.2941176470588,0.0,0.0,13.905325443787,11.7117117117117,12.6506024096386,10.4321907600596,0.0,0.0,14.0388768898488,11.8421052631579,10.7758620689655,10.4925053533191,0.0,0.0,9.46601941747573,7.19424460431655,8.97129186602871,8.80579010856454,0.0,0.0,18.1443298969072,16.4926931106472,16.9164882226981,16.0416666666667,0.0,0.0,21.6049382716049,17.5757575757576,21.4285714285714,17.3652694610778,0.0,0.0,16.4086687306502,15.9235668789809,14.38127090301,15.3354632587859,0.0,0.0,8.27586206896552,5.77864838393732,7.74443368828654,6.47058823529412,0.0,0.0,10.6164383561644,6.90846286701209,8.62068965517241,6.27177700348432,0.0,0.0,5.10440835266821,4.29864253393665,6.62251655629139,6.72645739910314,0.0,0.0,10.6463878326996,10.6227106227106,14.4981412639405,13.0434782608696,0.0,0.0,10.5882352941176,7.98403193612774,11.3095238095238,8.05500982318271,0.0,0.0,9.93377483443709,8.7719298245614,7.65864332603939,7.57238307349666,0.0,0.0,16.4233576642336,10.7407407407407,10.3703703703704,12.0300751879699,0.0,0.0,10.7692307692308,12.6984126984127,17.0731707317073,13.4920634920635,0.0,0.0,16.0493827160494,15.9509202453988,15.0,14.4542772861357
"MK",," "," ",d," "," "," "," "," "," "," ",f," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," ",df," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Pechoin",0.0,0.0,444.0,390.0,448.0,460.0,0.0,0.0,56.0,53.0,40.0,41.0,0.0,0.0,176.0,166.0,182.0,184.0,0.0,0.0,120.0,113.0,142.0,143.0,0.0,0.0,268.0,224.0,266.0,276.0,0.0,0.0,127.0,99.0,106.0,136.0,0.0,0.0,49.0,34.0,33.0,46.0,0.0,0.0,78.0,65.0,73.0,90.0,0.0,0.0,317.0,291.0,342.0,324.0,0.0,0.0,168.0,162.0,182.0,188.0,0.0,0.0,149.0,129.0,160.0,136.0,0.0,0.0,57.0,62.0,60.0,71.0,0.0,0.0,149.0,111.0,142.0,138.0,0.0,0.0,150.0,138.0,142.0,150.0,0.0,0.0,88.0,79.0,104.0,101.0,0.0,0.0,13.0,14.0,18.0,36.0,0.0,0.0,40.0,81.0,61.0,91.0
"PV",,0.0,0.0,29.6,26.0,29.8666666666667,30.6666666666667,0.0,0.0,26.2910798122066,25.2380952380952,20.0,20.0980392156863,0.0,0.0,26.0355029585799,24.9249249249249,27.4096385542169,27.4217585692996,0.0,0.0,25.9179265658747,24.780701754386,30.6034482758621,30.6209850107066,0.0,0.0,32.5242718446602,26.8585131894484,31.8181818181818,33.2931242460796,0.0,0.0,26.1855670103093,20.6680584551148,22.6980728051392,28.3333333333333,0.0,0.0,30.2469135802469,20.6060606060606,19.6428571428571,27.5449101796407,0.0,0.0,24.1486068111455,20.7006369426752,24.4147157190635,28.7539936102236,0.0,0.0,31.2315270935961,28.5014691478942,33.107454017425,31.7647058823529,0.0,0.0,28.7671232876712,27.979274611399,31.3793103448276,32.7526132404181,0.0,0.0,34.5707656612529,29.185520361991,35.3200883002208,30.4932735426009,0.0,0.0,21.6730038022814,22.7106227106227,22.3048327137546,25.7246376811594,0.0,0.0,29.2156862745098,22.1556886227545,28.1746031746032,27.1119842829077,0.0,0.0,33.112582781457,30.2631578947368,31.0722100656455,33.4075723830735,0.0,0.0,32.1167883211679,29.2592592592593,38.5185185185185,37.9699248120301,0.0,0.0,20.0,22.2222222222222,21.9512195121951,28.5714285714286,0.0,0.0,24.6913580246914,24.8466257668712,20.3333333333333,26.8436578171091
"MK",," "," ",d," ",d,d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d,d," "," ",d," ",d,d," "," ",c," "," ",ce," "," ",de," "," "," "," "," "," "," "," ",d," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "," ",d," ",d," "," "," "," "," "," "," "," "," "," "," ",d,d," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Innisfree",0.0,0.0,147.0,120.0,104.0,115.0,0.0,0.0,16.0,22.0,21.0,21.0,0.0,0.0,76.0,67.0,66.0,57.0,0.0,0.0,60.0,45.0,45.0,36.0,0.0,0.0,71.0,53.0,38.0,58.0,0.0,0.0,48.0,46.0,44.0,41.0,0.0,0.0,18.0,12.0,14.0,10.0,0.0,0.0,30.0,34.0,30.0,31.0,0.0,0.0,99.0,74.0,60.0,74.0,0.0,0.0,72.0,48.0,39.0,52.0,0.0,0.0,27.0,26.0,21.0,22.0,0.0,0.0,51.0,50.0,44.0,61.0,0.0,0.0,62.0,41.0,41.0,31.0,0.0,0.0,20.0,21.0,13.0,14.0,0.0,0.0,14.0,8.0,6.0,9.0,0.0,0.0,18.0,14.0,18.0,29.0,0.0,0.0,23.0,36.0,39.0,20.0
"PV",,0.0,0.0,9.8,8.0,6.93333333333333,7.66666666666667,0.0,0.0,7.51173708920188,10.4761904761905,10.5,10.2941176470588,0.0,0.0,11.2426035502959,10.0600600600601,9.93975903614458,8.49478390461997,0.0,0.0,12.9589632829374,9.86842105263158,9.69827586206897,7.70877944325482,0.0,0.0,8.61650485436893,6.35491606714628,4.54545454545455,6.99638118214717,0.0,0.0,9.89690721649485,9.60334029227557,9.42184154175589,8.54166666666667,0.0,0.0,11.1111111111111,7.27272727272727,8.33333333333333,5.98802395209581,0.0,0.0,9.28792569659443,10.828025477707,10.0334448160535,9.90415335463259,0.0,0.0,9.75369458128079,7.24779627815867,5.80832526621491,7.25490196078431,0.0,0.0,12.3287671232877,8.29015544041451,6.72413793103448,9.05923344947735,0.0,0.0,6.26450116009281,5.88235294117647,4.63576158940397,4.93273542600897,0.0,0.0,19.3916349809886,18.3150183150183,16.3568773234201,22.1014492753623,0.0,0.0,12.156862745098,8.18363273453094,8.13492063492063,6.09037328094303,0.0,0.0,4.41501103752759,4.60526315789474,2.84463894967177,3.11804008908686,0.0,0.0,5.10948905109489,2.96296296296296,2.22222222222222,3.38345864661654,0.0,0.0,27.6923076923077,22.2222222222222,21.9512195121951,23.015873015873,0.0,0.0,14.1975308641975,11.0429447852761,13.0,5.89970501474926
"MK",," "," ",ef," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "," "," "," ",e," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",def," "," "," "," "," ",de," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",def," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",f,f,f," "
"RW","Inoherb",0.0,0.0,329.0,304.0,364.0,329.0,0.0,0.0,58.0,37.0,58.0,42.0,0.0,0.0,152.0,138.0,163.0,158.0,0.0,0.0,94.0,101.0,105.0,116.0,0.0,0.0,177.0,166.0,201.0,171.0,0.0,0.0,96.0,76.0,108.0,89.0,0.0,0.0,24.0,30.0,35.0,30.0,0.0,0.0,72.0,46.0,73.0,59.0,0.0,0.0,233.0,228.0,256.0,240.0,0.0,0.0,139.0,133.0,159.0,136.0,0.0,0.0,94.0,95.0,97.0,104.0,0.0,0.0,62.0,46.0,49.0,65.0,0.0,0.0,106.0,100.0,129.0,96.0,0.0,0.0,100.0,97.0,120.0,108.0,0.0,0.0,61.0,61.0,66.0,60.0,0.0,0.0,14.0,14.0,11.0,28.0,0.0,0.0,29.0,54.0,60.0,72.0
"PV",,0.0,0.0,21.9333333333333,20.2666666666667,24.2666666666667,21.9333333333333,0.0,0.0,27.2300469483568,17.6190476190476,29.0,20.5882352941176,0.0,0.0,22.4852071005917,20.7207207207207,24.5481927710843,23.5469448584203,0.0,0.0,20.3023758099352,22.1491228070175,22.6293103448276,24.8394004282655,0.0,0.0,21.4805825242718,19.9040767386091,24.0430622009569,20.627261761158,0.0,0.0,19.7938144329897,15.866388308977,23.1263383297645,18.5416666666667,0.0,0.0,14.8148148148148,18.1818181818182,20.8333333333333,17.9640718562874,0.0,0.0,22.2910216718266,14.6496815286624,24.4147157190635,18.8498402555911,0.0,0.0,22.9556650246305,22.3310479921645,24.7821878025169,23.5294117647059,0.0,0.0,23.8013698630137,22.9706390328152,27.4137931034483,23.6933797909408,0.0,0.0,21.8097447795824,21.4932126696833,21.4128035320088,23.3183856502242,0.0,0.0,23.574144486692,16.8498168498169,18.2156133828996,23.5507246376812,0.0,0.0,20.7843137254902,19.9600798403194,25.5952380952381,18.860510805501,0.0,0.0,22.075055187638,21.2719298245614,26.2582056892779,24.0534521158129,0.0,0.0,22.2627737226277,22.5925925925926,24.4444444444444,22.5563909774436,0.0,0.0,21.5384615384615,22.2222222222222,13.4146341463415,22.2222222222222,0.0,0.0,17.9012345679012,16.5644171779141,20.0,21.2389380530973
"MK",," "," "," "," ",d," "," "," ",d," ",df," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," ",c," "," "," "," "," "," "," "," "," ",d," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," ",df," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Kans",0.0,0.0,323.0,331.0,281.0,338.0,0.0,0.0,38.0,28.0,21.0,38.0,0.0,0.0,117.0,130.0,119.0,144.0,0.0,0.0,79.0,102.0,98.0,106.0,0.0,0.0,206.0,201.0,162.0,194.0,0.0,0.0,110.0,103.0,81.0,89.0,0.0,0.0,33.0,37.0,24.0,28.0,0.0,0.0,77.0,66.0,57.0,61.0,0.0,0.0,213.0,228.0,200.0,249.0,0.0,0.0,126.0,131.0,122.0,139.0,0.0,0.0,87.0,97.0,78.0,110.0,0.0,0.0,85.0,71.0,71.0,75.0,0.0,0.0,113.0,133.0,109.0,121.0,0.0,0.0,72.0,75.0,66.0,89.0,0.0,0.0,53.0,52.0,35.0,53.0,0.0,0.0,21.0,14.0,22.0,33.0,0.0,0.0,41.0,73.0,63.0,71.0
