"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A1"
"VT","【Q3】 TOMA"
"HT","KPI"
"BT","b1.Base-Total Respondents"
"CH",,"Rolling wave",,,,,"National",,,,,
"CL",,"Aug+Sep (a)","Sep+Nov (b)","Nov+Dec (c)","Dec+Jan (d)","Jan+March (e)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","National   ",2.0,9.0,16.0,11.0,3.0,8.0,20.0,45.0,53.0,60.0,50.0,40.0,0.0,0.0,76.0,59.0,50.0,36.0
"PV",,0.175901495162709,0.6,1.06666666666667,0.733333333333333,0.2,0.533333333333333,1.75901495162709,3.0,3.53333333333333,4.0,3.33333333333333,2.66666666666667,0.0,0.0,5.06666666666667,3.93333333333333,3.33333333333333,2.4
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","18-24      ",0.0,1.0,1.0,3.0,0.0,3.0,4.0,13.0,6.0,10.0,10.0,9.0,0.0,0.0,12.0,14.0,12.0,12.0
"PV",,0.0,0.352112676056338,0.380228136882129,1.0989010989011,0.0,1.08695652173913,1.95121951219512,4.57746478873239,2.28136882129278,3.66300366300366,3.71747211895911,3.26086956521739,0.0,0.0,4.56273764258555,5.12820512820513,4.46096654275093,4.34782608695652
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","25-34      ",1.0,5.0,6.0,6.0,1.0,2.0,8.0,16.0,20.0,30.0,19.0,15.0,0.0,0.0,23.0,24.0,18.0,11.0
"PV",,0.273224043715847,1.01010101010101,1.17647058823529,1.19760479041916,0.198412698412698,0.392927308447937,2.18579234972678,3.23232323232323,3.92156862745098,5.98802395209581,3.76984126984127,2.94695481335953,0.0,0.0,4.50980392156863,4.79041916167665,3.57142857142857,2.16110019646365
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","35-44      ",1.0,2.0,6.0,2.0,1.0,2.0,6.0,11.0,21.0,13.0,15.0,11.0,0.0,0.0,26.0,15.0,13.0,10.0
"PV",,0.293255131964809,0.431965442764579,1.32450331125828,0.43859649122807,0.218818380743982,0.44543429844098,1.75953079178886,2.37580993520518,4.63576158940397,2.85087719298246,3.28227571115974,2.44988864142539,0.0,0.0,5.73951434878587,3.28947368421053,2.84463894967177,2.2271714922049
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","45+        ",0.0,1.0,3.0,0.0,1.0,1.0,2.0,5.0,6.0,7.0,6.0,5.0,0.0,0.0,15.0,6.0,7.0,3.0
"PV",,0.0,0.387596899224806,1.09489051094891,0.0,0.37037037037037,0.37593984962406,0.888888888888889,1.93798449612403,2.18978102189781,2.59259259259259,2.22222222222222,1.8796992481203,0.0,0.0,5.47445255474453,2.22222222222222,2.59259259259259,1.12781954887218
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4 City ",0.0,4.0,4.0,0.0,2.0,3.0,0.0,10.0,12.0,11.0,12.0,11.0,0.0,0.0,12.0,11.0,10.0,6.0
"PV",,0.0,1.63934426229508,1.87793427230047,0.0,1.0,1.47058823529412,0.0,4.0983606557377,5.63380281690141,5.23809523809524,6.0,5.3921568627451,0.0,0.0,5.63380281690141,5.23809523809524,5.0,2.94117647058824
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4+A City",0.0,7.0,10.0,7.0,3.0,5.0,9.0,24.0,32.0,39.0,28.0,25.0,0.0,0.0,46.0,35.0,28.0,17.0
"PV",,0.0,0.994318181818182,1.4792899408284,1.05105105105105,0.451807228915663,0.745156482861401,1.83673469387755,3.40909090909091,4.73372781065089,5.85585585585586,4.21686746987952,3.725782414307,0.0,0.0,6.80473372781065,5.25525525525526,4.21686746987952,2.53353204172876
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","A City     ",0.0,3.0,6.0,7.0,1.0,2.0,9.0,14.0,20.0,28.0,16.0,14.0,0.0,0.0,34.0,24.0,18.0,11.0
"PV",,0.0,0.652173913043478,1.29589632829374,1.53508771929825,0.21551724137931,0.428265524625268,2.59365994236311,3.04347826086957,4.31965442764579,6.14035087719298,3.44827586206897,2.99785867237687,0.0,0.0,7.34341252699784,5.26315789473684,3.87931034482759,2.35546038543897
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","B city     ",2.0,2.0,6.0,4.0,0.0,3.0,11.0,21.0,21.0,21.0,22.0,15.0,0.0,0.0,30.0,24.0,22.0,19.0
"PV",,0.309119010819165,0.251256281407035,0.728155339805825,0.479616306954436,0.0,0.361881785283474,1.70015455950541,2.63819095477387,2.54854368932039,2.51798561151079,2.63157894736842,1.80940892641737,0.0,0.0,3.64077669902913,2.87769784172662,2.63157894736842,2.291917973462
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+/1  ",0.0,5.0,6.0,9.0,2.0,4.0,13.0,24.0,25.0,33.0,21.0,20.0,0.0,0.0,33.0,34.0,21.0,15.0
"PV",,0.0,1.05042016806723,1.23711340206186,1.87891440501044,0.428265524625268,0.833333333333333,3.46666666666667,5.04201680672269,5.15463917525773,6.88935281837161,4.49678800856531,4.16666666666667,0.0,0.0,6.80412371134021,7.09812108559499,4.49678800856531,3.125
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+    ",0.0,1.0,2.0,5.0,2.0,2.0,5.0,7.0,9.0,12.0,12.0,9.0,0.0,0.0,12.0,15.0,9.0,7.0
"PV",,0.0,0.632911392405063,1.23456790123457,3.03030303030303,1.19047619047619,1.19760479041916,3.42465753424658,4.43037974683544,5.55555555555556,7.27272727272727,7.14285714285714,5.38922155688623,0.0,0.0,7.40740740740741,9.09090909090909,5.35714285714286,4.19161676646707
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1     ",0.0,4.0,4.0,4.0,0.0,2.0,8.0,17.0,16.0,21.0,9.0,11.0,0.0,0.0,21.0,19.0,12.0,8.0
"PV",,0.0,1.25786163522013,1.23839009287926,1.27388535031847,0.0,0.638977635782748,3.49344978165939,5.34591194968553,4.95356037151703,6.68789808917197,3.01003344481605,3.51437699680511,0.0,0.0,6.5015479876161,6.05095541401274,4.0133779264214,2.55591054313099
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China2     ",2.0,4.0,8.0,1.0,1.0,2.0,6.0,17.0,24.0,20.0,16.0,11.0,0.0,0.0,34.0,21.0,17.0,14.0
"PV",,0.434782608695652,0.719424460431655,1.36986301369863,0.172711571675302,0.172413793103448,0.348432055749129,1.30434782608696,3.05755395683453,4.10958904109589,3.45423143350604,2.75862068965517,1.91637630662021,0.0,0.0,5.82191780821918,3.62694300518135,2.93103448275862,2.4390243902439
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China3",0.0,0.0,2.0,1.0,0.0,2.0,1.0,4.0,4.0,7.0,13.0,9.0,0.0,0.0,9.0,4.0,12.0,7.0
"PV",,0.0,0.0,0.464037122969838,0.226244343891403,0.0,0.448430493273543,0.33112582781457,0.854700854700855,0.928074245939675,1.58371040723982,2.86975717439294,2.01793721973094,0.0,0.0,2.08816705336427,0.904977375565611,2.64900662251656,1.5695067264574
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","BK5"
"VT","【Breakout-Dabao】"
"HT","Breakout"
"BT","All Respondents"
"CH",,"TOMA",,,,,,"UBA",,,,,,"P3M Purchase",,,,,
"CL",,"Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","National   ",38.0,98.0,85.0,75.0,129.0,88.0,92.0,246.0,260.0,274.0,355.0,319.0,0.0,0.0,379.0,421.0,533.0,480.0
"PV",,3.34212840809147,6.53333333333333,5.66666666666667,5.0,8.6,5.86666666666667,8.09146877748461,16.4,17.3333333333333,18.2666666666667,23.6666666666667,21.2666666666667,0.0,0.0,25.2666666666667,28.0666666666667,35.5333333333333,32.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","18-24      ",3.0,7.0,6.0,4.0,10.0,13.0,12.0,19.0,19.0,19.0,35.0,35.0,0.0,0.0,59.0,58.0,77.0,77.0
"PV",,1.46341463414634,2.46478873239437,2.28136882129278,1.46520146520147,3.71747211895911,4.71014492753623,5.85365853658537,6.69014084507042,7.22433460076046,6.95970695970696,13.0111524163569,12.6811594202899,0.0,0.0,22.4334600760456,21.2454212454212,28.6245353159851,27.8985507246377
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","25-34      ",5.0,23.0,18.0,14.0,36.0,31.0,16.0,59.0,54.0,61.0,96.0,100.0,0.0,0.0,104.0,107.0,158.0,151.0
"PV",,1.36612021857923,4.64646464646465,3.52941176470588,2.79441117764471,7.14285714285714,6.09037328094303,4.37158469945355,11.9191919191919,10.5882352941176,12.1756487025948,19.047619047619,19.6463654223969,0.0,0.0,20.3921568627451,21.3572854291417,31.3492063492063,29.6660117878193
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","35-44      ",15.0,39.0,36.0,33.0,49.0,20.0,36.0,103.0,115.0,116.0,128.0,98.0,0.0,0.0,128.0,158.0,185.0,149.0
"PV",,4.39882697947214,8.42332613390929,7.94701986754967,7.23684210526316,10.7221006564551,4.4543429844098,10.5571847507331,22.2462203023758,25.3863134657837,25.4385964912281,28.0087527352298,21.826280623608,0.0,0.0,28.2560706401766,34.6491228070175,40.4814004376368,33.184855233853
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","45+        ",15.0,29.0,25.0,24.0,34.0,24.0,28.0,65.0,72.0,78.0,96.0,86.0,0.0,0.0,88.0,98.0,113.0,103.0
"PV",,6.66666666666667,11.2403100775194,9.12408759124088,8.88888888888889,12.5925925925926,9.02255639097744,12.4444444444444,25.1937984496124,26.2773722627737,28.8888888888889,35.5555555555556,32.3308270676692,0.0,0.0,32.1167883211679,36.2962962962963,41.8518518518519,38.7218045112782
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4 City ",6.0,17.0,9.0,17.0,22.0,13.0,10.0,45.0,37.0,47.0,55.0,37.0,0.0,0.0,60.0,76.0,71.0,63.0
"PV",,4.1958041958042,6.9672131147541,4.22535211267606,8.09523809523809,11.0,6.37254901960784,6.99300699300699,18.4426229508197,17.3708920187793,22.3809523809524,27.5,18.1372549019608,0.0,0.0,28.169014084507,36.1904761904762,35.5,30.8823529411765
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4+A City",13.0,54.0,36.0,30.0,61.0,41.0,38.0,123.0,130.0,129.0,162.0,132.0,0.0,0.0,168.0,191.0,217.0,195.0
"PV",,2.6530612244898,7.67045454545455,5.32544378698225,4.5045045045045,9.18674698795181,6.11028315946349,7.75510204081633,17.4715909090909,19.2307692307692,19.3693693693694,24.3975903614458,19.672131147541,0.0,0.0,24.8520710059172,28.6786786786787,32.6807228915663,29.0611028315946
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","A City     ",7.0,37.0,27.0,13.0,39.0,28.0,28.0,78.0,93.0,82.0,107.0,95.0,0.0,0.0,108.0,115.0,146.0,132.0
"PV",,2.01729106628242,8.04347826086956,5.83153347732181,2.85087719298246,8.4051724137931,5.99571734475375,8.06916426512968,16.9565217391304,20.0863930885529,17.9824561403509,23.0603448275862,20.3426124197002,0.0,0.0,23.3261339092873,25.219298245614,31.4655172413793,28.2655246252677
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","B city     ",25.0,44.0,49.0,45.0,68.0,47.0,54.0,123.0,130.0,145.0,193.0,187.0,0.0,0.0,211.0,230.0,316.0,285.0
"PV",,3.86398763523957,5.52763819095477,5.94660194174757,5.39568345323741,8.13397129186603,5.66948130277443,8.34621329211747,15.4522613065327,15.7766990291262,17.3860911270983,23.0861244019139,22.5572979493366,0.0,0.0,25.6067961165049,27.5779376498801,37.799043062201,34.37876960193
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+/1  ",14.0,40.0,35.0,22.0,43.0,26.0,32.0,81.0,97.0,77.0,125.0,110.0,0.0,0.0,101.0,102.0,140.0,134.0
"PV",,3.73333333333333,8.40336134453782,7.21649484536082,4.5929018789144,9.20770877944326,5.41666666666667,8.53333333333333,17.0168067226891,20.0,16.0751565762004,26.7665952890792,22.9166666666667,0.0,0.0,20.8247422680412,21.294363256785,29.9785867237687,27.9166666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+    ",3.0,14.0,9.0,6.0,11.0,7.0,12.0,26.0,33.0,22.0,40.0,40.0,0.0,0.0,30.0,35.0,46.0,46.0
"PV",,2.05479452054795,8.86075949367089,5.55555555555556,3.63636363636364,6.54761904761905,4.19161676646707,8.21917808219178,16.4556962025316,20.3703703703704,13.3333333333333,23.8095238095238,23.9520958083832,0.0,0.0,18.5185185185185,21.2121212121212,27.3809523809524,27.5449101796407
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1     ",11.0,26.0,26.0,16.0,32.0,19.0,20.0,55.0,64.0,55.0,85.0,70.0,0.0,0.0,71.0,67.0,94.0,88.0
"PV",,4.80349344978166,8.17610062893082,8.04953560371517,5.09554140127389,10.7023411371237,6.0702875399361,8.73362445414847,17.2955974842767,19.8142414860681,17.515923566879,28.428093645485,22.3642172523962,0.0,0.0,21.9814241486068,21.3375796178344,31.438127090301,28.1150159744409
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China2     ",10.0,31.0,24.0,31.0,51.0,41.0,27.0,90.0,94.0,118.0,135.0,131.0,0.0,0.0,147.0,170.0,221.0,187.0
"PV",,2.17391304347826,5.57553956834532,4.10958904109589,5.35405872193437,8.79310344827586,7.14285714285714,5.8695652173913,16.1870503597122,16.0958904109589,20.3799654576857,23.2758620689655,22.8222996515679,0.0,0.0,25.1712328767123,29.3609671848014,38.1034482758621,32.5783972125436
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China3",14.0,27.0,26.0,22.0,35.0,21.0,33.0,75.0,69.0,79.0,95.0,78.0,0.0,0.0,131.0,149.0,172.0,159.0
"PV",,4.63576158940397,5.76923076923077,6.03248259860789,4.97737556561086,7.72626931567329,4.7085201793722,10.9271523178808,16.025641025641,16.0092807424594,17.8733031674208,20.9713024282561,17.4887892376682,0.0,0.0,30.3944315545244,33.710407239819,37.9690949227373,35.6502242152466
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","BK6"
"VT","【Breakout-Estee Lauder】"
"HT","Breakout"
"BT","All Respondents"
"CH",,"TOMA",,,,,,"UBA",,,,,,"P3M Purchase",,,,,
"CL",,"Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","National   ",36.0,57.0,57.0,46.0,55.0,46.0,127.0,216.0,229.0,228.0,222.0,231.0,0.0,0.0,172.0,138.0,159.0,143.0
"PV",,3.16622691292876,3.8,3.8,3.06666666666667,3.66666666666667,3.06666666666667,11.169744942832,14.4,15.2666666666667,15.2,14.8,15.4,0.0,0.0,11.4666666666667,9.2,10.6,9.53333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","18-24      ",4.0,6.0,5.0,7.0,13.0,8.0,15.0,42.0,30.0,37.0,50.0,47.0,0.0,0.0,28.0,29.0,39.0,36.0
"PV",,1.95121951219512,2.11267605633803,1.90114068441065,2.56410256410256,4.83271375464684,2.89855072463768,7.31707317073171,14.7887323943662,11.4068441064639,13.5531135531136,18.5873605947955,17.0289855072464,0.0,0.0,10.6463878326996,10.6227106227106,14.4981412639405,13.0434782608696
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","25-34      ",8.0,20.0,16.0,20.0,15.0,16.0,36.0,67.0,93.0,89.0,74.0,78.0,0.0,0.0,54.0,40.0,57.0,41.0
"PV",,2.18579234972678,4.04040404040404,3.13725490196078,3.99201596806387,2.97619047619048,3.1434184675835,9.83606557377049,13.5353535353535,18.2352941176471,17.7644710578842,14.6825396825397,15.3241650294695,0.0,0.0,10.5882352941176,7.98403193612774,11.3095238095238,8.05500982318271
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","35-44      ",7.0,25.0,19.0,13.0,15.0,12.0,33.0,73.0,64.0,58.0,60.0,62.0,0.0,0.0,45.0,40.0,35.0,34.0
"PV",,2.05278592375367,5.39956803455724,4.19426048565121,2.85087719298246,3.28227571115974,2.67260579064588,9.67741935483871,15.7667386609071,14.1280353200883,12.719298245614,13.129102844639,13.8084632516704,0.0,0.0,9.93377483443709,8.7719298245614,7.65864332603939,7.57238307349666
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","45+        ",17.0,6.0,17.0,6.0,12.0,10.0,43.0,34.0,42.0,44.0,38.0,44.0,0.0,0.0,45.0,29.0,28.0,32.0
"PV",,7.55555555555556,2.32558139534884,6.2043795620438,2.22222222222222,4.44444444444444,3.7593984962406,19.1111111111111,13.1782945736434,15.3284671532847,16.2962962962963,14.0740740740741,16.5413533834586,0.0,0.0,16.4233576642336,10.7407407407407,10.3703703703704,12.0300751879699
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4 City ",5.0,13.0,18.0,10.0,7.0,11.0,11.0,46.0,41.0,45.0,34.0,41.0,0.0,0.0,29.0,24.0,34.0,21.0
"PV",,3.4965034965035,5.32786885245902,8.45070422535211,4.76190476190476,3.5,5.3921568627451,7.69230769230769,18.8524590163934,19.2488262910798,21.4285714285714,17.0,20.0980392156863,0.0,0.0,13.6150234741784,11.4285714285714,17.0,10.2941176470588
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4+A City",22.0,32.0,45.0,28.0,29.0,31.0,62.0,119.0,129.0,115.0,111.0,123.0,0.0,0.0,94.0,78.0,84.0,70.0
"PV",,4.48979591836735,4.54545454545455,6.65680473372781,4.2042042042042,4.36746987951807,4.61997019374069,12.6530612244898,16.9034090909091,19.0828402366864,17.2672672672673,16.7168674698795,18.3308494783905,0.0,0.0,13.905325443787,11.7117117117117,12.6506024096386,10.4321907600596
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","A City     ",17.0,19.0,27.0,18.0,22.0,20.0,51.0,73.0,88.0,70.0,77.0,82.0,0.0,0.0,65.0,54.0,50.0,49.0
"PV",,4.89913544668588,4.1304347826087,5.83153347732181,3.94736842105263,4.74137931034483,4.28265524625268,14.6974063400576,15.8695652173913,19.0064794816415,15.3508771929825,16.5948275862069,17.558886509636,0.0,0.0,14.0388768898488,11.8421052631579,10.7758620689655,10.4925053533191
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","B city     ",14.0,25.0,12.0,18.0,26.0,15.0,65.0,97.0,100.0,113.0,111.0,108.0,0.0,0.0,78.0,60.0,75.0,73.0
"PV",,2.16383307573416,3.14070351758794,1.45631067961165,2.15827338129496,3.11004784688995,1.80940892641737,10.0463678516229,12.1859296482412,12.1359223300971,13.5491606714628,13.2775119617225,13.0277442702051,0.0,0.0,9.46601941747573,7.19424460431655,8.97129186602871,8.80579010856454
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+/1  ",20.0,34.0,31.0,25.0,28.0,22.0,65.0,89.0,93.0,90.0,96.0,96.0,0.0,0.0,88.0,79.0,79.0,77.0
"PV",,5.33333333333333,7.14285714285714,6.39175257731959,5.21920668058455,5.99571734475375,4.58333333333333,17.3333333333333,18.6974789915966,19.1752577319588,18.7891440501044,20.5567451820128,20.0,0.0,0.0,18.1443298969072,16.4926931106472,16.9164882226981,16.0416666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+    ",7.0,11.0,14.0,12.0,11.0,13.0,21.0,31.0,39.0,30.0,39.0,39.0,0.0,0.0,35.0,29.0,36.0,29.0
"PV",,4.79452054794521,6.9620253164557,8.64197530864197,7.27272727272727,6.54761904761905,7.78443113772455,14.3835616438356,19.620253164557,24.0740740740741,18.1818181818182,23.2142857142857,23.3532934131737,0.0,0.0,21.6049382716049,17.5757575757576,21.4285714285714,17.3652694610778
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1     ",13.0,23.0,17.0,13.0,17.0,9.0,44.0,58.0,54.0,60.0,57.0,57.0,0.0,0.0,53.0,50.0,43.0,48.0
"PV",,5.67685589519651,7.23270440251572,5.26315789473684,4.14012738853503,5.68561872909699,2.87539936102236,19.2139737991266,18.2389937106918,16.71826625387,19.1082802547771,19.0635451505017,18.2108626198083,0.0,0.0,16.4086687306502,15.9235668789809,14.38127090301,15.3354632587859
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China2     ",10.0,10.0,23.0,16.0,21.0,15.0,42.0,81.0,96.0,99.0,78.0,88.0,0.0,0.0,62.0,40.0,50.0,36.0
"PV",,2.17391304347826,1.79856115107914,3.93835616438356,2.76338514680484,3.62068965517241,2.61324041811847,9.1304347826087,14.568345323741,16.4383561643836,17.0984455958549,13.448275862069,15.3310104529617,0.0,0.0,10.6164383561644,6.90846286701209,8.62068965517241,6.27177700348432
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China3",6.0,13.0,3.0,5.0,6.0,9.0,20.0,46.0,40.0,39.0,48.0,47.0,0.0,0.0,22.0,19.0,30.0,30.0
"PV",,1.98675496688742,2.77777777777778,0.696055684454756,1.13122171945701,1.32450331125828,2.01793721973094,6.62251655629139,9.82905982905983,9.28074245939675,8.82352941176471,10.5960264900662,10.5381165919283,0.0,0.0,5.10440835266821,4.29864253393665,6.62251655629139,6.72645739910314
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","BK7"
"VT","【Breakout-Pechoin】"
"HT","Breakout"
"BT","All Respondents"
"CH",,"TOMA",,,,,,"UBA",,,,,,"P3M Purchase",,,,,
"CL",,"Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","National   ",78.0,104.0,102.0,92.0,116.0,116.0,205.0,301.0,350.0,300.0,335.0,366.0,0.0,0.0,444.0,390.0,448.0,460.0
"PV",,6.86015831134565,6.93333333333333,6.8,6.13333333333333,7.73333333333333,7.73333333333333,18.0299032541777,20.0666666666667,23.3333333333333,20.0,22.3333333333333,24.4,0.0,0.0,29.6,26.0,29.8666666666667,30.6666666666667
